Country,Year,State,Type of Region,Month,Peak electricity demand (UOM:MW(MegaWatt)) |Scaling Factor:1,Peak electricity met (UOM:MW(MegaWatt)) |Scaling Factor:1,"Peak Electricity Demand Not Met (UOM:MW(Megawatt)), Scaling Factor:1","Percentage Of Peak Electricity Demand Not Met (UOM:%(Percentage)), Scaling Factor:1"
India,"Financial Year (Apr - Mar), 2023",Assam,North East Region,"November, 2023",1932.159,1931,1.16,0.00%
India,"Financial Year (Apr - Mar), 2023",Bihar,Eastern Region,"November, 2023",5217.509801,5080.954385,136.56,3.00%
India,"Financial Year (Apr - Mar), 2023",ChAndigarh,Northern Region,"November, 2023",205,205,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Chhattisgarh,Western Region,"November, 2023",4647.500975,4644.25,3.25,0.00%
India,"Financial Year (Apr - Mar), 2023",Delhi,Northern Region,"November, 2023",4320,4320,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Goa,Western Region,"November, 2023",732.75,732.75,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Gujarat,Western Region,"November, 2023",21701.5929,21694,7.59,0.00%
India,"Financial Year (Apr - Mar), 2023",Haryana,Northern Region,"November, 2023",7685,7685,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Himachal Pradesh,Northern Region,"November, 2023",1977,1977,0,0.00%
India,"Financial Year (Apr - Mar), 2023",JharkhAnd,Eastern Region,"November, 2023",1788.195876,1788.195876,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Karnataka,Southern Region,"November, 2023",15300.76,15203,97.76,1.00%
India,"Financial Year (Apr - Mar), 2023",Kerala,Southern Region,"November, 2023",4292.7796,4292.7796,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Lakshadweep,Southern Region,"November, 2023",10.2074,10.2074,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Madhya Pradesh,Western Region,"November, 2023",17120.9358,17097,23.94,0.00%
India,"Financial Year (Apr - Mar), 2023",Maharashtra,Western Region,"November, 2023",28385.7738,28356,29.77,0.00%
India,"Financial Year (Apr - Mar), 2023",Manipur,North East Region,"November, 2023",207.684,207,0.68,0.00%
India,"Financial Year (Apr - Mar), 2023",Meghalaya,North East Region,"November, 2023",363,363,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Mizoram,North East Region,"November, 2023",144.043,144,0.04,0.00%
India,"Financial Year (Apr - Mar), 2023",NagalAnd,North East Region,"November, 2023",147,147,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Odisha,Eastern Region,"November, 2023",5160.175345,5147.249237,12.93,0.00%
India,"Financial Year (Apr - Mar), 2023",Puducherry,Southern Region,"November, 2023",466.509491,466.509491,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Punjab,Northern Region,"November, 2023",7380.48,7380.48,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Rajasthan,Northern Region,"November, 2023",16409,16409,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Sikkim,Eastern Region,"November, 2023",106.987615,106.987615,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Tamil Nadu,Southern Region,"November, 2023",15732.4498,15732.4498,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Telangana,Southern Region,"November, 2023",11857,11857,0,0.00%
India,"Financial Year (Apr - Mar), 2023",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"November, 2023",1267,1267,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Tripura,North East Region,"November, 2023",302.57,299,3.57,1.00%
India,"Financial Year (Apr - Mar), 2023",Uttar Pradesh,Northern Region,"November, 2023",19033,19033,0,0.00%
India,"Financial Year (Apr - Mar), 2023",UttarakhAnd,Northern Region,"November, 2023",2141,2141,0,0.00%
India,"Financial Year (Apr - Mar), 2023",West Bengal,Eastern Region,"November, 2023",8559.279982,8523.519982,35.76,0.00%
India,"Financial Year (Apr - Mar), 2023",Andaman And Nicobar IslAnds,Eastern Region,"October, 2023",63,55,8,13.00%
India,"Financial Year (Apr - Mar), 2023",Andhra Pradesh,Southern Region,"October, 2023",13028,13028,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Arunachal Pradesh,North East Region,"October, 2023",167,167,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Assam,North East Region,"October, 2023",2237.351,2226,11.35,1.00%
India,"Financial Year (Apr - Mar), 2023",Bihar,Eastern Region,"October, 2023",6575.256326,6446.717643,128.54,2.00%
India,"Financial Year (Apr - Mar), 2023",ChAndigarh,Northern Region,"October, 2023",265,265,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Chhattisgarh,Western Region,"October, 2023",5325.25,5325.25,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Delhi,Northern Region,"October, 2023",5583,5583,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Goa,Western Region,"October, 2023",734,734,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Gujarat,Western Region,"October, 2023",21689,21689,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Haryana,Northern Region,"October, 2023",9947,9947,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Himachal Pradesh,Northern Region,"October, 2023",1871,1871,0,0.00%
India,"Financial Year (Apr - Mar), 2023",JharkhAnd,Eastern Region,"October, 2023",1829.712858,1829.712858,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Karnataka,Southern Region,"October, 2023",15978,15978,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Kerala,Southern Region,"October, 2023",4159.003,4143.448,15.55,0.00%
India,"Financial Year (Apr - Mar), 2023",Lakshadweep,Southern Region,"October, 2023",10.6743,10.6743,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Madhya Pradesh,Western Region,"October, 2023",15251.5852,15209,42.59,0.00%
India,"Financial Year (Apr - Mar), 2023",Maharashtra,Western Region,"October, 2023",28206,28206,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Manipur,North East Region,"October, 2023",214,214,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Meghalaya,North East Region,"October, 2023",335.603,334,1.6,0.00%
India,"Financial Year (Apr - Mar), 2023",Mizoram,North East Region,"October, 2023",141,141,0,0.00%
India,"Financial Year (Apr - Mar), 2023",NagalAnd,North East Region,"October, 2023",166,166,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Odisha,Eastern Region,"October, 2023",5825.910278,5817.901322,8.01,0.00%
India,"Financial Year (Apr - Mar), 2023",Puducherry,Southern Region,"October, 2023",483.571899,483.571899,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Punjab,Northern Region,"October, 2023",12213.48,12213.48,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Rajasthan,Northern Region,"October, 2023",15641,15641,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Sikkim,Eastern Region,"October, 2023",79.582627,79.582627,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Tamil Nadu,Southern Region,"October, 2023",17078.9857,17078.9857,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Telangana,Southern Region,"October, 2023",15266,15266,0,0.00%
India,"Financial Year (Apr - Mar), 2023",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"October, 2023",1316,1316,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Tripura,North East Region,"October, 2023",349,349,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Uttar Pradesh,Northern Region,"October, 2023",24096,24096,0,0.00%
India,"Financial Year (Apr - Mar), 2023",UttarakhAnd,Northern Region,"October, 2023",2259,2259,0,0.00%
India,"Financial Year (Apr - Mar), 2023",West Bengal,Eastern Region,"October, 2023",9957.72222,9957.72222,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Andaman And Nicobar IslAnds,Eastern Region,"September, 2023",62,53,9,15.00%
India,"Financial Year (Apr - Mar), 2023",Andhra Pradesh,Southern Region,"September, 2023",12372,12372,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Arunachal Pradesh,North East Region,"September, 2023",163,163,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Assam,North East Region,"September, 2023",2413,2413,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Bihar,Eastern Region,"September, 2023",7910.590088,7703.938277,206.65,3.00%
India,"Financial Year (Apr - Mar), 2023",ChAndigarh,Northern Region,"September, 2023",388,388,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Chhattisgarh,Western Region,"September, 2023",5836.0824,5832,4.08,0.00%
India,"Financial Year (Apr - Mar), 2023",Delhi,Northern Region,"September, 2023",6993,6993,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Goa,Western Region,"September, 2023",703.746225,703.5,0.25,0.00%
India,"Financial Year (Apr - Mar), 2023",Gujarat,Western Region,"September, 2023",24829.4944,24544,285.49,1.00%
India,"Financial Year (Apr - Mar), 2023",Haryana,Northern Region,"September, 2023",12753,12753,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Himachal Pradesh,Northern Region,"September, 2023",1758,1758,0,0.00%
India,"Financial Year (Apr - Mar), 2023",JharkhAnd,Eastern Region,"September, 2023",1959.637736,1955.360386,4.28,0.00%
India,"Financial Year (Apr - Mar), 2023",Karnataka,Southern Region,"September, 2023",14814.24267,14698,116.24,1.00%
India,"Financial Year (Apr - Mar), 2023",Kerala,Southern Region,"September, 2023",4108.827867,4107.4672,1.36,0.00%
India,"Financial Year (Apr - Mar), 2023",Lakshadweep,Southern Region,"September, 2023",11.06415,11.06415,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Madhya Pradesh,Western Region,"September, 2023",14872.7928,14852,20.79,0.00%
India,"Financial Year (Apr - Mar), 2023",Maharashtra,Western Region,"September, 2023",27678.313,27678.313,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Manipur,North East Region,"September, 2023",209.251,209,0.25,0.00%
India,"Financial Year (Apr - Mar), 2023",Meghalaya,North East Region,"September, 2023",331,331,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Mizoram,North East Region,"September, 2023",129,129,0,0.00%
India,"Financial Year (Apr - Mar), 2023",NagalAnd,North East Region,"September, 2023",172.258,172,0.26,0.00%
India,"Financial Year (Apr - Mar), 2023",Odisha,Eastern Region,"September, 2023",5926.022745,5915.670322,10.35,0.00%
India,"Financial Year (Apr - Mar), 2023",Puducherry,Southern Region,"September, 2023",477.940887,477.940887,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Punjab,Northern Region,"September, 2023",14963.76,14963.76,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Rajasthan,Northern Region,"September, 2023",17956,17840,116,1.00%
India,"Financial Year (Apr - Mar), 2023",Sikkim,Eastern Region,"September, 2023",94.08356,94.08356,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Tamil Nadu,Southern Region,"September, 2023",16860.37617,16770.2195,90.16,1.00%
India,"Financial Year (Apr - Mar), 2023",Telangana,Southern Region,"September, 2023",15380.3675,15370,10.37,0.00%
India,"Financial Year (Apr - Mar), 2023",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"September, 2023",1306,1306,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Tripura,North East Region,"September, 2023",346.392,344,2.39,1.00%
India,"Financial Year (Apr - Mar), 2023",Uttar Pradesh,Northern Region,"September, 2023",27389,27389,0,0.00%
India,"Financial Year (Apr - Mar), 2023",UttarakhAnd,Northern Region,"September, 2023",2368,2293,75,3.00%
India,"Financial Year (Apr - Mar), 2023",West Bengal,Eastern Region,"September, 2023",10377.31825,10377.31825,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Andaman And Nicobar IslAnds,Eastern Region,"August, 2023",61.46,53,8.46,14.00%
India,"Financial Year (Apr - Mar), 2023",Andhra Pradesh,Southern Region,"August, 2023",12508,12508,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Arunachal Pradesh,North East Region,"August, 2023",155,155,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Assam,North East Region,"August, 2023",2353,2353,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Bihar,Eastern Region,"August, 2023",8048.885319,7420.131627,628.75,8.00%
India,"Financial Year (Apr - Mar), 2023",ChAndigarh,Northern Region,"August, 2023",411,411,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Chhattisgarh,Western Region,"August, 2023",5826.75,5826.75,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Delhi,Northern Region,"August, 2023",7437,7437,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Goa,Western Region,"August, 2023",666.9324,666,0.93,0.00%
India,"Financial Year (Apr - Mar), 2023",Gujarat,Western Region,"August, 2023",23012.201,22972,40.2,0.00%
India,"Financial Year (Apr - Mar), 2023",Haryana,Northern Region,"August, 2023",13088,12844,244,2.00%
India,"Financial Year (Apr - Mar), 2023",Himachal Pradesh,Northern Region,"August, 2023",1724,1724,0,0.00%
India,"Financial Year (Apr - Mar), 2023",JharkhAnd,Eastern Region,"August, 2023",2192.959214,2019.96391,173,8.00%
India,"Financial Year (Apr - Mar), 2023",Karnataka,Southern Region,"August, 2023",16958.46,16950,8.46,0.00%
India,"Financial Year (Apr - Mar), 2023",Kerala,Southern Region,"August, 2023",4356.2667,4356.2667,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Lakshadweep,Southern Region,"August, 2023",11.06415,11.06415,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Madhya Pradesh,Western Region,"August, 2023",13624.047,13605,19.05,0.00%
India,"Financial Year (Apr - Mar), 2023",Maharashtra,Western Region,"August, 2023",31177.97502,27996.003,3181.97,10.00%
India,"Financial Year (Apr - Mar), 2023",Manipur,North East Region,"August, 2023",209,209,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Meghalaya,North East Region,"August, 2023",322,322,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Mizoram,North East Region,"August, 2023",126,126,0,0.00%
India,"Financial Year (Apr - Mar), 2023",NagalAnd,North East Region,"August, 2023",174.208,174,0.21,0.00%
India,"Financial Year (Apr - Mar), 2023",Odisha,Eastern Region,"August, 2023",6123.942761,6123.942761,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Puducherry,Southern Region,"August, 2023",504.815399,504.815399,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Punjab,Northern Region,"August, 2023",15132.48,15132.48,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Rajasthan,Northern Region,"August, 2023",17420,17266,154,1.00%
India,"Financial Year (Apr - Mar), 2023",Sikkim,Eastern Region,"August, 2023",92.612738,92.612738,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Tamil Nadu,Southern Region,"August, 2023",17889.63073,17878.1974,11.43,0.00%
India,"Financial Year (Apr - Mar), 2023",Telangana,Southern Region,"August, 2023",14816,14816,0,0.00%
India,"Financial Year (Apr - Mar), 2023",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"August, 2023",1327,1327,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Tripura,North East Region,"August, 2023",330,330,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Uttar Pradesh,Northern Region,"August, 2023",27689,27689,0,0.00%
India,"Financial Year (Apr - Mar), 2023",UttarakhAnd,Northern Region,"August, 2023",2303,2228,75,3.00%
India,"Financial Year (Apr - Mar), 2023",West Bengal,Eastern Region,"August, 2023",11036.71369,11036.71369,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Andaman And Nicobar IslAnds,Eastern Region,"July, 2023",58.4,52.3,6.1,10.00%
India,"Financial Year (Apr - Mar), 2023",Andhra Pradesh,Southern Region,"July, 2023",11584,11584,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Arunachal Pradesh,North East Region,"July, 2023",151,151,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Assam,North East Region,"July, 2023",2390,2390,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Bihar,Eastern Region,"July, 2023",7513.92932,7508.673249,5.26,0.00%
India,"Financial Year (Apr - Mar), 2023",ChAndigarh,Northern Region,"July, 2023",371,371,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Chhattisgarh,Western Region,"July, 2023",5314.3024,5216,98.3,2.00%
India,"Financial Year (Apr - Mar), 2023",Delhi,Northern Region,"July, 2023",7398,7398,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Goa,Western Region,"July, 2023",646.702375,646.25,0.45,0.00%
India,"Financial Year (Apr - Mar), 2023",Gujarat,Western Region,"July, 2023",17715.2964,17672,43.3,0.00%
India,"Financial Year (Apr - Mar), 2023",Haryana,Northern Region,"July, 2023",12260,12227,33,0.00%
India,"Financial Year (Apr - Mar), 2023",Himachal Pradesh,Northern Region,"July, 2023",1775,1775,0,0.00%
India,"Financial Year (Apr - Mar), 2023",JharkhAnd,Eastern Region,"July, 2023",2036.381349,2036.381349,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Karnataka,Southern Region,"July, 2023",12358.6725,12358.6725,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Kerala,Southern Region,"July, 2023",3983.0624,3983.0624,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Lakshadweep,Southern Region,"July, 2023",10.8767,10.8767,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Madhya Pradesh,Western Region,"July, 2023",12006.29,12006.29,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Maharashtra,Western Region,"July, 2023",24543.58725,24535,8.59,0.00%
India,"Financial Year (Apr - Mar), 2023",Manipur,North East Region,"July, 2023",202.121,202,0.12,0.00%
India,"Financial Year (Apr - Mar), 2023",Meghalaya,North East Region,"July, 2023",330,330,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Mizoram,North East Region,"July, 2023",122,122,0,0.00%
India,"Financial Year (Apr - Mar), 2023",NagalAnd,North East Region,"July, 2023",167,167,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Odisha,Eastern Region,"July, 2023",6090.016732,6090.016732,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Puducherry,Southern Region,"July, 2023",507.815399,507.815399,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Punjab,Northern Region,"July, 2023",14665,14665,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Rajasthan,Northern Region,"July, 2023",14204,14204,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Sikkim,Eastern Region,"July, 2023",89.362648,89.362648,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Tamil Nadu,Southern Region,"July, 2023",17457.823,17457.823,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Telangana,Southern Region,"July, 2023",12610,12610,0,0.00%
India,"Financial Year (Apr - Mar), 2023",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"July, 2023",1307,1307,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Tripura,North East Region,"July, 2023",343,343,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Uttar Pradesh,Northern Region,"July, 2023",28704,28284,420,1.00%
India,"Financial Year (Apr - Mar), 2023",UttarakhAnd,Northern Region,"July, 2023",2298,2223,75,3.00%
India,"Financial Year (Apr - Mar), 2023",West Bengal,Eastern Region,"July, 2023",10696,10696,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Andaman And Nicobar IslAnds,Eastern Region,"June, 2023",61,53.5,7.5,12.00%
India,"Financial Year (Apr - Mar), 2023",Andhra Pradesh,Southern Region,"June, 2023",12908.8275,12900,8.83,0.00%
India,"Financial Year (Apr - Mar), 2023",Arunachal Pradesh,North East Region,"June, 2023",155.14,155,0.14,0.00%
India,"Financial Year (Apr - Mar), 2023",Assam,North East Region,"June, 2023",2307,2307,0,0.00%
India,"Financial Year (Apr - Mar), 2023",Bihar,Eastern Region,"June, 2023",6973.644185,6973.627649,0.02,0.00%
